original_caption,new_caption,contentUrl
Horse carriage ride along the guadalquivir river,A horse carriage rides along the Guadalquivir River.,https://ak.picdn.net/shutterstock/videos/32937382/preview/stock-footage-horse-carriage-ride-along-the-guadalquivir-river.mp4
Hand of worker and disc of working circular saw. master is directing and moving wood particles board for cutting on two parts,"A worker's hand operates a circular saw to cut a wooden board into two parts, under the direction of a master.",https://ak.picdn.net/shutterstock/videos/1007663113/preview/stock-footage-hand-of-worker-and-disc-of-working-circular-saw-master-is-directing-and-moving-wood-particles.mp4
Gull in the sky. slow motion,A seagull flies through the sky in slow motion.,https://ak.picdn.net/shutterstock/videos/1023820723/preview/stock-footage-gull-in-the-sky-slow-motion.mp4
"Young bull scratches his hair on the iron peg
",A young bull scratches itself on an iron peg.,https://ak.picdn.net/shutterstock/videos/1007756629/preview/stock-footage-young-bull-scratches-his-hair-on-the-iron-peg.mp4
A young man using a computer indoors. close-up dolly shot. soft focus.,A young man is seen using a computer indoors in a close-up dolly shot with soft focus.,https://ak.picdn.net/shutterstock/videos/34490074/preview/stock-footage-a-young-man-using-a-computer-indoors-close-up-dolly-shot-soft-focus.mp4
4k close up on hands of anonymous woman using digital tablet with keyboard & stand,An anonymous woman using a digital tablet with a keyboard and stand.,https://ak.picdn.net/shutterstock/videos/24106588/preview/stock-footage--k-close-up-on-hands-of-anonymous-woman-using-digital-tablet-with-keyboard-stand.mp4
Mountain lion immature juvenile lone eating in fall in south dakota,An immature mountain lion is eating alone in South Dakota during the fall.,https://ak.picdn.net/shutterstock/videos/1015048444/preview/stock-footage-mountain-lion-immature-juvenile-lone-eating-in-fall-in-south-dakota.mp4
Woman with long hair swimming underwater in clothes,A woman with long hair is swimming underwater while fully clothed.,https://ak.picdn.net/shutterstock/videos/4445225/preview/stock-footage-woman-with-long-hair-swimming-underwater-in-clothes.mp4
Feet resting on the beach man. filmed in vietnam in nha trang,"A man's feet resting on the beach in Nha Trang, Vietnam.",https://ak.picdn.net/shutterstock/videos/1034816939/preview/stock-footage-feet-resting-on-the-beach-man-filmed-in-vietnam-in-nha-trang.mp4
A girl on the sea in the evening,A girl is on the sea during the evening.,https://ak.picdn.net/shutterstock/videos/1018967446/preview/stock-footage-a-girl-on-the-sea-in-the-evening.mp4
Nigiri sushi - set of nigiri sushi topped with raw tuna (maguro) . . on wooden board 1920x1080 intro motion slow hidef hd,A set of nigiri sushi topped with raw tuna (maguro) is presented on a wooden board.,https://ak.picdn.net/shutterstock/videos/10401386/preview/stock-footage-nigiri-sushi-set-of-nigiri-sushi-topped-with-raw-tuna-maguro-on-wooden-board-x.mp4
River flows between stones and vegetation of the rainforest in papenoo. beautiful nature landscape perfect for travel and adventure in french polynesia - aerial view with a drone,"An aerial view with a drone shows a river flowing between stones and vegetation in the rainforest of Papenoo, making for a beautiful nature landscape perfect for travel and adventure in French Polynesia.",https://ak.picdn.net/shutterstock/videos/1045807429/preview/stock-footage-river-flows-between-stones-and-vegetation-of-the-rainforest-in-papenoo-beautiful-nature-landscape.mp4
"Pretty girl sitting in the town and reading some documents
",A pretty girl is sitting in town and reading some documents.,https://ak.picdn.net/shutterstock/videos/19561264/preview/stock-footage-pretty-girl-sitting-in-the-town-and-reading-some-documents.mp4
"Two big morays in coral reef at the red sea, egypt. beautiful colorful tropical fish on vibrant coral reefs underwater in the red sea. egypt. sealife in the red sea.","There are two big morays swimming in a coral reef in the Red Sea, Egypt. The vibrant coral reefs are home to beautiful, colorful tropical fish and other sealife.",https://ak.picdn.net/shutterstock/videos/24763043/preview/stock-footage-two-big-morays-in-coral-reef-at-the-red-sea-egypt-beautiful-colorful-tropical-fish-on-vibrant.mp4
New york city wall street nyse ,The New York Stock Exchange on Wall Street in New York City.,https://ak.picdn.net/shutterstock/videos/15931696/preview/stock-footage-new-york-city-wall-street-nyse.mp4
"Prague, czech republic - may 28, 2017: heavy rain on the street with parked cars and houses - sun with sun rays ","On May 28, 2017, heavy rain falls on a street with parked cars and houses, while the sun shines with rays.",https://ak.picdn.net/shutterstock/videos/30194923/preview/stock-footage-prague-czech-republic-may-heavy-rain-on-the-street-with-parked-cars-and-houses-sun.mp4
Closeup of pink hair creative colored texture woman's hand with pin manicure slide touching pink hair,A closeup of a woman's hand with a pink manicure sliding and touching creative colored pink hair.,https://ak.picdn.net/shutterstock/videos/1010679548/preview/stock-footage-closeup-of-pink-hair-creative-colored-texture-woman-s-hand-with-pin-manicure-slide-touching-pink.mp4
"Aerial view moving forward shot, scenic view of the river and farm crops in sirolo, italy, car on the highway in the background.","The camera moves forward, capturing a scenic view of the river and farm crops in Sirolo, Italy, with a car on the highway in the background.",https://ak.picdn.net/shutterstock/videos/1059562325/preview/stock-footage-aerial-view-moving-forward-shot-scenic-view-of-the-river-and-farm-crops-in-sirolo-italy-car-on.mp4
"Liya kebede in gold paco rabanne dress on the red carpet at the premiere of 120 beats per minute at the cannes film festival, 5/20/2017","Liya Kebede wearing a gold Paco Rabanne dress on the red carpet at the premiere of ""120 Beats Per Minute"" at the Cannes Film Festival on May 20, 2017.",https://ak.picdn.net/shutterstock/videos/27167128/preview/stock-footage-liya-kebede-in-gold-paco-rabanne-dress-on-the-red-carpet-at-the-premiere-of-beats-per-minute-at.mp4
Portrait of beautiful perfect rooster on the loose.,A beautiful and perfect rooster is shown in a portrait while roaming freely.,https://ak.picdn.net/shutterstock/videos/1044033559/preview/stock-footage-portrait-of-beautiful-perfect-rooster-on-the-loose.mp4
No face visible. holding a daily journal in hand young businesswoman having a conversation with employee coworker in meeting room behind the glass during their coffee break. ,A young businesswoman holds a daily journal in her hand as she has a conversation with a coworker in a meeting room during their coffee break.,https://ak.picdn.net/shutterstock/videos/1066157482/preview/stock-footage-no-face-visible-holding-a-daily-journal-in-hand-young-businesswoman-having-a-conversation-with.mp4
Handheld shot of frustrated businesswoman in formalwear and face mask pushed to her chin sitting at desk in office during covid-19 outbreak. she is trying to call someone and reading documents,A frustrated businesswoman in formalwear and a face mask pushed to her chin sits at her desk in the office during the COVID-19 outbreak. She is trying to call someone and reading documents.,https://ak.picdn.net/shutterstock/videos/1054060556/preview/stock-footage-handheld-shot-of-frustrated-businesswoman-in-formalwear-and-face-mask-pushed-to-her-chin-sitting-at.mp4
"Seremban, negeri sembilan - april 13, 2018 : happy kids having fun and play at local kindergarden indoor preschool education. some visible noise due high iso and soft focus","Happy kids are having fun and playing at a local kindergarten for indoor preschool education in Seremban, Negeri Sembilan.",https://ak.picdn.net/shutterstock/videos/1010480351/preview/stock-footage-seremban-negeri-sembilan-april-happy-kids-having-fun-and-play-at-local-kindergarden.mp4
"Drone flight over massive intersection and merging highways in milan, italy
","A drone flies over a massive intersection and merging highways in Milan, Italy.",https://ak.picdn.net/shutterstock/videos/1015391839/preview/stock-footage-drone-flight-over-massive-intersection-and-merging-highways-in-milan-italy.mp4
Close up group multiracial friends look on photo smile hanging out dancing enjoying roof top event drinking alcohol having fun on weekend laughing sharing socializing togetherness celebration,"A group of multiracial friends are hanging out on a rooftop, looking at photos, smiling, dancing, and enjoying themselves. They are drinking alcohol, laughing, sharing, socializing, and celebrating together.",https://ak.picdn.net/shutterstock/videos/1036841231/preview/stock-footage-close-up-group-multiracial-friends-look-on-photo-smile-hanging-out-dancing-enjoying-roof-top-event.mp4
Norway pulpit rock falls,The Pulpit Rock in Norway falls.,https://ak.picdn.net/shutterstock/videos/4440995/preview/stock-footage-norway-pulpit-rock-falls.mp4
"Beautiful deep forest waterfalls at haew suwat waterfall with sun light , khao yai national park, thailand. slow motion 120 fps.","Sunlight illuminates the beautiful waterfalls at Haew Suwat Waterfall in Khao Yai National Park, Thailand.",https://ak.picdn.net/shutterstock/videos/1022846257/preview/stock-footage-beautiful-deep-forest-waterfalls-at-haew-suwat-waterfall-with-sun-light-khao-yai-national-park.mp4
Close-up of a lamb and the sheep. nativity scene figurines. christmas traditions.,"A close-up of a lamb and a sheep, representing Christmas traditions in a nativity scene.",https://ak.picdn.net/shutterstock/videos/30545434/preview/stock-footage-close-up-of-a-lamb-and-the-sheep-nativity-scene-figurines-christmas-traditions.mp4
"Kajang, malaysia - january 28, 2018. local malay kids playing the cradle by the polluted river in kajang, selangor.","Malay children play the cradle by a polluted river in Kajang, Selangor, Malaysia.",https://ak.picdn.net/shutterstock/videos/1010763281/preview/stock-footage-kajang-malaysia-january-local-malay-kids-playing-the-cradle-by-the-polluted-river-in.mp4
A brown-white adult female duck swims in a pond,"An adult female duck, with brown and white feathers, swims in a pond.",https://ak.picdn.net/shutterstock/videos/1011032717/preview/stock-footage-a-brown-white-adult-female-duck-swims-in-a-pond.mp4
An housewife cracking an egg and separate egg white and egg yolk  ,A housewife cracks an egg and separates the egg white and egg yolk.,https://ak.picdn.net/shutterstock/videos/1031724896/preview/stock-footage-an-housewife-cracking-an-egg-and-separate-egg-white-and-egg-yolk.mp4
The niagara river in new york has very rough white water that you aren't allowed raft or kayak,The Niagara River in New York has rough white water that is not suitable for rafting or kayaking.,https://ak.picdn.net/shutterstock/videos/2451632/preview/stock-footage-the-niagara-river-in-new-york-has-very-rough-white-water-that-you-aren-t-allowed-raft-or-kayak.mp4
Hands of the old woman and electronic tablet,The hands of an old woman holding an electronic tablet.,https://ak.picdn.net/shutterstock/videos/1009352651/preview/stock-footage-hands-of-the-old-woman-and-electronic-tablet.mp4
"Ferris wheel view through louvre's glass pyramid time lapse - 1080p
ferris wheel view through louvre's glass pyramid time lapse - 1080p
paris, france - august 2013","A time lapse of a Ferris wheel view through the Louvre's glass pyramid in Paris, France.",https://ak.picdn.net/shutterstock/videos/6089129/preview/stock-footage-ferris-wheel-view-through-louvre-s-glass-pyramid-time-lapse-p-ferris-wheel-view-through.mp4
"Abstract glow digital in dark - abstraction of data communication, computer generated background, 3d rendering",A computer-generated abstract background representing data communication in the dark.,https://ak.picdn.net/shutterstock/videos/1034948618/preview/stock-footage-abstract-glow-digital-in-dark-abstraction-of-data-communication-computer-generated-background.mp4
"Rijal almaa, asir region, saudi arabia - 23 - 09 - 2017 : rijal almaa world heritage site day time outdoor beauty shots ","Outdoor beauty shots of the Rijal Almaa World Heritage Site in the Asir region of Saudi Arabia during the daytime on September 23, 2017.",https://ak.picdn.net/shutterstock/videos/1041165739/preview/stock-footage-rijal-almaa-asir-region-saudi-arabia-rijal-almaa-world-heritage-site-day-time.mp4
Abstract bokeh lights with colorful background,Colorful bokeh lights create an abstract background.,https://ak.picdn.net/shutterstock/videos/1032330827/preview/stock-footage-abstract-bokeh-lights-with-colorful-background.mp4
Young girl relaxing on swimming pool edge in hotel. teenager girl dipping legs in fresh water swimming pool. tourist girl enjoying blue water in outdoor pool in resort hotel,"A young girl relaxes on the edge of a swimming pool in a hotel, dipping her legs into the fresh water. She enjoys the blue water in the outdoor pool at the resort hotel.",https://ak.picdn.net/shutterstock/videos/1038204623/preview/stock-footage-young-girl-relaxing-on-swimming-pool-edge-in-hotel-teenager-girl-dipping-legs-in-fresh-water.mp4
Mumbai traffic and rains,Traffic and rain in Mumbai.,https://ak.picdn.net/shutterstock/videos/30938323/preview/stock-footage-mumbai-traffic-and-rains.mp4
Sunset and orange,The sky is orange during sunset.,https://ak.picdn.net/shutterstock/videos/32625256/preview/stock-footage-sunset-and-orange.mp4
Abstract background with beautiful color,There is an abstract background with beautiful colors.,https://ak.picdn.net/shutterstock/videos/1032034952/preview/stock-footage-abstract-background-with-beautiful-color.mp4
"Slow motion, close up: beautiful black puppy swimming through refreshing stream to fetch yellow toy ball. cute young border collie swims in cool stream after playing outdoors on a sunny spring day.",A cute black puppy swims through a refreshing stream to fetch a yellow toy ball.,https://ak.picdn.net/shutterstock/videos/1006712311/preview/stock-footage-slow-motion-close-up-beautiful-black-puppy-swimming-through-refreshing-stream-to-fetch-yellow-toy.mp4
"Concept search engine optimization, website seo, search technology, mobile seo - conceptual animated video clip","An animated video clip illustrating the concept of search engine optimization, website SEO, search technology, and mobile SEO.",https://ak.picdn.net/shutterstock/videos/1050742870/preview/stock-footage-concept-search-engine-optimization-website-seo-search-technology-mobile-seo-conceptual.mp4
Smoke & fume.,There is smoke and fume.,https://ak.picdn.net/shutterstock/videos/3869048/preview/stock-footage-smoke-fume.mp4
Smoke and smokestack with trees in foreground,Smoke rises from a smokestack with trees in the foreground.,https://ak.picdn.net/shutterstock/videos/25171850/preview/stock-footage-smoke-and-smokestack-with-trees-in-foreground.mp4
Computer graphics like orange ink spreading in the water on a white background. 3d render. voxel graphics. computer simulation 1,Orange ink spreads through water on a white background in a computer-generated simulation.,https://ak.picdn.net/shutterstock/videos/22638469/preview/stock-footage-computer-graphics-like-orange-ink-spreading-in-the-water-on-a-white-background-d-render-voxel.mp4
Moldova flag loop 3,The flag of Moldova waving in a loop.,https://ak.picdn.net/shutterstock/videos/1372465/preview/stock-footage-moldova-flag-loop.mp4
The guy lifts heavy weight in a gym,A man lifts heavy weights in a gym.,https://ak.picdn.net/shutterstock/videos/13189439/preview/stock-footage-the-guy-lifts-heavy-weight-in-a-gym.mp4
Torrijas,A plate of Torrijas.,https://ak.picdn.net/shutterstock/videos/7848772/preview/stock-footage-torrijas.mp4
"Smartphone in the hands of a green screen in a cafe, smart phone with chroma key green screen , new technology concept close up","A close-up shot of a smartphone with a green screen in a cafe, showcasing new technology.",https://ak.picdn.net/shutterstock/videos/1049357143/preview/stock-footage-smartphone-in-the-hands-of-a-green-screen-in-a-cafe-smart-phone-with-chroma-key-green-screen-new.mp4
"Set of bits in toolbox,beginning of the clip without focus","The clip begins with a set of bits in a toolbox, but they are out of focus.",https://ak.picdn.net/shutterstock/videos/22712137/preview/stock-footage-set-of-bits-in-toolbox-beginning-of-the-clip-without-focus.mp4
"(kirkland, canada - october 2015) boulevard st-charles in super slow motion hd","Boulevard St-Charles in Kirkland, Canada is captured in super slow motion HD.",https://ak.picdn.net/shutterstock/videos/12041222/preview/stock-footage--kirkland-canada-october-boulevard-st-charles-in-super-slow-motion-hd.mp4
Aerial view. winter vacation on the frozen lake. snowmobile,Aerial view of people on winter vacation riding snowmobiles on a frozen lake.,https://ak.picdn.net/shutterstock/videos/1007860867/preview/stock-footage-aerial-view-winter-vacation-on-the-frozen-lake-snowmobile.mp4
Tracking right of young female ballet teacher sitting on floor in ballet class and talking to little caucasian girls wearing black costumes sitting nearby then they looking at camera and smiling,A young female ballet teacher sits on the floor in a ballet class and talks to little Caucasian girls wearing black costumes. The girls then look at the camera and smile as the shot tracks to the right.,https://ak.picdn.net/shutterstock/videos/1035285881/preview/stock-footage-tracking-right-of-young-female-ballet-teacher-sitting-on-floor-in-ballet-class-and-talking-to.mp4
"Madrid,spain - jun 26, 2016 - free public music concert - dancing people and performance","People dance and enjoy a free public music concert in Madrid, Spain on June 26, 2016.",https://ak.picdn.net/shutterstock/videos/32932129/preview/stock-footage-madrid-spain-jun-free-public-music-concert-dancing-people-and-performance.mp4
"Young hands of the artist, little woman artist paints a canvas with brush,sitting a table and draw on canvas. process of drawing: in artist's art studio hand baby girl sketching on canvas.shot closeup","A young artist, a little woman, sits at a table and paints a canvas with a brush in her art studio. The camera focuses closely on her hands as she sketches on the canvas.",https://ak.picdn.net/shutterstock/videos/1023602692/preview/stock-footage-young-hands-of-the-artist-little-woman-artist-paints-a-canvas-with-brush-sitting-a-table-and-draw.mp4
Woman back goes through basketball playground. slow motion 100 fps,A woman walks through a basketball playground in slow motion.,https://ak.picdn.net/shutterstock/videos/1032270227/preview/stock-footage-woman-back-goes-through-basketball-playground-slow-motion-fps.mp4
Macro shot of the process of brewing herbal tea in a glass transparent teapot,The process of brewing herbal tea in a transparent glass teapot is shown in a macro shot.,https://ak.picdn.net/shutterstock/videos/31917949/preview/stock-footage-macro-shot-of-the-process-of-brewing-herbal-tea-in-a-glass-transparent-teapot.mp4
Mosque sultan ahmet (the blue mosque). fountains,Fountains in the Sultan Ahmet Mosque (the Blue Mosque).,https://ak.picdn.net/shutterstock/videos/1039449011/preview/stock-footage-mosque-sultan-ahmet-the-blue-mosque-fountains.mp4
White snowdrop flowers in morning view in england,"In England, white snowdrop flowers can be seen in the morning.",https://ak.picdn.net/shutterstock/videos/1049192506/preview/stock-footage-white-snowdrop-flowers-in-morning-view-in-england.mp4
A woman in a towel lies on the couch and uses a smartphone,A woman wrapped in a towel is lying on a couch and using a smartphone.,https://ak.picdn.net/shutterstock/videos/1021949995/preview/stock-footage-a-woman-in-a-towel-lies-on-the-couch-and-uses-a-smartphone.mp4
The camera moves for the young slender woman to bikini going to the swimming pool on tropical the resort of bali indonesia,"A young woman in a bikini walks towards a swimming pool at a tropical resort in Bali, Indonesia as the camera follows her.",https://ak.picdn.net/shutterstock/videos/1021692370/preview/stock-footage-the-camera-moves-for-the-young-slender-woman-to-bikini-going-to-the-swimming-pool-on-tropical-the.mp4
Cabin crew dancing with joy in airplane . airline transportation and tourism concept.,"The cabin crew dances with joy on the airplane, representing the concepts of airline transportation and tourism.",https://ak.picdn.net/shutterstock/videos/1062914173/preview/stock-footage-cabin-crew-dancing-with-joy-in-airplane-airline-transportation-and-tourism-concept.mp4
Mature man eating breakfast from toast with eggs in a cafe 4k,A mature man is eating breakfast consisting of toast with eggs in a cafe.,https://ak.picdn.net/shutterstock/videos/1015844263/preview/stock-footage-mature-man-eating-breakfast-from-toast-with-eggs-in-a-cafe-k.mp4
Whitetail buck in rut during snowstorm,A whitetail buck in rut is seen during a snowstorm.,https://ak.picdn.net/shutterstock/videos/2888005/preview/stock-footage-whitetail-buck-in-rut-during-snowstorm.mp4
Animation of flashing light bulbs for projectors behind a metal lattice on wall for stage lights. animation of seamless loop.,Flashing light bulbs are animated behind a metal lattice on a wall for stage lights.,https://ak.picdn.net/shutterstock/videos/1006670719/preview/stock-footage-animation-of-flashing-light-bulbs-for-projectors-behind-a-metal-lattice-on-wall-for-stage-lights.mp4
"Rainy days,rain drops on window,rainy weather,rain background,rain and bokeh",Rain drops on a window during a rainy day with bokeh in the background.,https://ak.picdn.net/shutterstock/videos/8219620/preview/stock-footage-rainy-days-rain-drops-on-window-rainy-weather-rain-background-rain-and-bokeh.mp4
"Summer landscape on a mountain lake. small rustic wooden pier on the water waves. morning and sunlight through the clouds waves, in the background of the mountain in the fog","A small wooden pier sits on a mountain lake surrounded by a summer landscape. The morning sunlight shines through the clouds and reflects off the waves, while the mountains in the background are shrouded in fog.",https://ak.picdn.net/shutterstock/videos/1019429320/preview/stock-footage-summer-landscape-on-a-mountain-lake-small-rustic-wooden-pier-on-the-water-waves-morning-and.mp4
Farmer sell fresh fruit online. online shopping and home delivery concept. new normal life and business after covid-19. lock down and self-quarantine.,"A farmer sells fresh fruit online, reflecting the new normal of life and business after COVID-19, with online shopping and home delivery concepts becoming more prevalent due to lockdowns and self-quarantine measures.",https://ak.picdn.net/shutterstock/videos/1053491786/preview/stock-footage-farmer-sell-fresh-fruit-online-online-shopping-and-home-delivery-concept-new-normal-life-and.mp4
"Ekaterinburg, russia. crossroads in the form rings. interchange at night. active traffic, aerial view, departure of the camera","The camera departs from an aerial view of an active traffic interchange at night in Ekaterinburg, Russia, in the form of rings.",https://ak.picdn.net/shutterstock/videos/1054906136/preview/stock-footage-ekaterinburg-russia-crossroads-in-the-form-rings-interchange-at-night-active-traffic-aerial.mp4
"Green summer prairie at the sunset, time lapse scene",The scene shows a time lapse of a green summer prairie at sunset.,https://ak.picdn.net/shutterstock/videos/1025431796/preview/stock-footage-green-summer-prairie-at-the-sunset-time-lapse-scene.mp4
Grilled chiken meat on the grill,Chicken meat grilling on a grill.,https://ak.picdn.net/shutterstock/videos/31988083/preview/stock-footage-grilled-chiken-meat-on-the-grill.mp4
"White abstract fantasy motion black background, shining lights and particles - colorful abstract motion backgrounds",Colorful abstract motion backgrounds with shining lights and particles on a black background.,https://ak.picdn.net/shutterstock/videos/6978346/preview/stock-footage-white-abstract-fantasy-motion-black-background-shining-lights-and-particles-colorful-abstract.mp4
Peach blossom,Peach blossoms are shown.,https://ak.picdn.net/shutterstock/videos/25557404/preview/stock-footage-peach-blossom.mp4
Warsaw/poland - august 2018: fragment of king zygmund column distroyed in 1944 near to castle square in old town,"A fragment of the King Zygmund column, destroyed in 1944, near Castle Square in the Old Town of Warsaw, Poland in August 2018.",https://ak.picdn.net/shutterstock/videos/1029021143/preview/stock-footage-warsaw-poland-august-fragment-of-king-zygmund-column-distroyed-in-near-to-castle.mp4
"Flight over the forest, road and field view from the drone
","A drone flies over a forest, road, and field.",https://ak.picdn.net/shutterstock/videos/1013629205/preview/stock-footage-flight-over-the-forest-road-and-field-view-from-the-drone.mp4
"Japan tokyo roppongi 2015/11/11,illuminated christmas approaches","Christmas lights illuminate Roppongi in Tokyo, Japan on November 11, 2015.",https://ak.picdn.net/shutterstock/videos/12887768/preview/stock-footage-japan-tokyo-roppongi-illuminated-christmas-approaches.mp4
"Antibes, france, and mediterranean sea - waves crashing on the shore and stone ramparts of the old town on a beautiful sunny day.","Waves crash on the shore and stone ramparts of the old town in Antibes, France, on a beautiful sunny day.",https://ak.picdn.net/shutterstock/videos/1049252008/preview/stock-footage-antibes-france-and-mediterranean-sea-waves-crashing-on-the-shore-and-stone-ramparts-of-the-old.mp4
Male traveller make a panoramic photo of the old city to his phone for instagram or other social networks. travel to romania.,A male traveler takes a panoramic photo of the old city in Romania with his phone to share on social media.,https://ak.picdn.net/shutterstock/videos/27841441/preview/stock-footage-male-traveller-make-a-panoramic-photo-of-the-old-city-to-his-phone-for-instagram-or-other-social.mp4
Very polluted and dirty beach full of plastic and debris on the sand and in the water along the coast,The beach is heavily polluted with plastic and debris both on the sand and in the water along the coast.,https://ak.picdn.net/shutterstock/videos/1028283710/preview/stock-footage-very-polluted-and-dirty-beach-full-of-plastic-and-debris-on-the-sand-and-in-the-water-along-the.mp4
Aerial view pf the solar power station (solar electric plant) on a sunny winter day,The solar power station is seen from an aerial view on a sunny winter day.,https://ak.picdn.net/shutterstock/videos/1024601258/preview/stock-footage-aerial-view-pf-the-solar-power-station-solar-electric-plant-on-a-sunny-winter-day.mp4
Huge military radar raising its antenna dish exploring evening sky against scenic sunset. military position range radar systems are used in location of enemy army forces to prevent sudden attacks,A military radar raises its antenna dish against a scenic sunset.,https://ak.picdn.net/shutterstock/videos/1037325143/preview/stock-footage-huge-military-radar-raising-its-antenna-dish-exploring-evening-sky-against-scenic-sunset-military.mp4
Particles of abstract fractal forms on the subject of nuclear physics science and graphic design. geometry sacred futuristic quantum digital hologram texture in development wave surreal design.,"Abstract fractal forms representing nuclear physics science and graphic design are shown, featuring sacred geometry, futuristic quantum concepts, digital hologram textures, and surreal wave designs.",https://ak.picdn.net/shutterstock/videos/32548639/preview/stock-footage-particles-of-abstract-fractal-forms-on-the-subject-of-nuclear-physics-science-and-graphic-design.mp4
"Abstract motion background seamless looped animation, is transparent with alpha channel. prores 4444 with transparency so you can put this video over top of anything.",An abstract motion background animation that seamlessly loops and has a transparent alpha channel. It can be placed over any other video.,https://ak.picdn.net/shutterstock/videos/1025766866/preview/stock-footage-abstract-motion-background-seamless-looped-animation-is-transparent-with-alpha-channel-prores.mp4
Symbol truck pickup is knitted from a woolen thread. knit like a sweater,"A truck pickup symbol is knitted from a woolen thread, resembling a knitted sweater.",https://ak.picdn.net/shutterstock/videos/1042460593/preview/stock-footage-symbol-truck-pickup-is-knitted-from-a-woolen-thread-knit-like-a-sweater.mp4
"Airplane indoor, above the alps. find similar in our portfolio.",An airplane flying indoors above the Alps. You can find similar footage in our portfolio.,https://ak.picdn.net/shutterstock/videos/4485554/preview/stock-footage-airplane-indoor-above-the-alps-find-similar-in-our-portfolio.mp4
Black faced vervet monkey,A black-faced vervet monkey.,https://ak.picdn.net/shutterstock/videos/1909750/preview/stock-footage-black-faced-vervet-monkey.mp4
"Moscow, russian federation - may 26, 2015: airport worker installs pads under the gear of transaero boeing 777 ei-unp parking lot. oficial spotting in domodedovo airport (dme) on may 26, moscow","An airport worker installs pads under the gear of a Transaero Boeing 777 in the parking lot of Domodedovo Airport in Moscow, Russian Federation.",https://ak.picdn.net/shutterstock/videos/15799804/preview/stock-footage-moscow-russian-federation-may-airport-worker-installs-pads-under-the-gear-of-transaero.mp4
Australian camel,There is an Australian camel.,https://ak.picdn.net/shutterstock/videos/1529084/preview/stock-footage-australian-camel.mp4
Green pine tree swaying by wind under the sky tree. sunny day with blue sky and white cloud. pine tree group in low angle photo,A group of green pine trees sway in the wind under a sunny blue sky with white clouds in a low angle photo.,https://ak.picdn.net/shutterstock/videos/1034704169/preview/stock-footage-green-pine-tree-swaying-by-wind-under-the-sky-tree-sunny-day-with-blue-sky-and-white-cloud-pine.mp4
"Georgetown, colorado, usa-july 04, 2015. abandoned mine on colorado river near georgetown, colorado.","An abandoned mine near Georgetown, Colorado on the Colorado River.",https://ak.picdn.net/shutterstock/videos/11454251/preview/stock-footage-georgetown-colorado-usa-july-abandoned-mine-on-colorado-river-near-georgetown-colorado.mp4
Rotate focus on pencil and rubber,The focus rotates between a pencil and a rubber.,https://ak.picdn.net/shutterstock/videos/21384589/preview/stock-footage-rotate-focus-on-pencil-and-rubber.mp4
"Gocta waterfall, peru",The Gocta waterfall in Peru.,https://ak.picdn.net/shutterstock/videos/1013306255/preview/stock-footage-gocta-waterfall-peru.mp4
"Falling ethiopia money banknotes
video effect simulates falling mixed ethiopia money banknotes with alpha channel (transparent background) in 4k resolution
",Ethiopian banknotes fall in a video effect with a transparent background.,https://ak.picdn.net/shutterstock/videos/9910400/preview/stock-footage-falling-ethiopia-money-banknotes-video-effect-simulates-falling-mixed-ethiopia-money-banknotes.mp4
Silver clouds over moscow. bright night.,Bright night with silver clouds over Moscow.,https://ak.picdn.net/shutterstock/videos/1012906784/preview/stock-footage-silver-clouds-over-moscow-bright-night.mp4
"Hollywood, ca - december 01: 
kevin costner star on the hollywood walk of fame in hollywood, california on dec. 1, 2017.
","On December 1, 2017, Kevin Costner's star on the Hollywood Walk of Fame in Hollywood, California was filmed.",https://ak.picdn.net/shutterstock/videos/33486961/preview/stock-footage-hollywood-ca-december-kevin-costner-star-on-the-hollywood-walk-of-fame-in-hollywood.mp4
Beautiful bride splits the perfume on herself. wedding day. slow motion,The beautiful bride sprays perfume on herself on her wedding day in slow motion.,https://ak.picdn.net/shutterstock/videos/1023105562/preview/stock-footage-beautiful-bride-splits-the-perfume-on-herself-wedding-day-slow-motion.mp4
"Outcropping of trees in grassy field, taos, new mexico, united states","A group of trees grows on a grassy field in Taos, New Mexico, United States.",https://ak.picdn.net/shutterstock/videos/1036521392/preview/stock-footage-outcropping-of-trees-in-grassy-field-taos-new-mexico-united-states.mp4
Beef fillet slices being seasoned with pepper and salt,Beef fillet slices are being seasoned with pepper and salt.,https://ak.picdn.net/shutterstock/videos/4225120/preview/stock-footage-beef-fillet-slices-being-seasoned-with-pepper-and-salt.mp4
Rocky mountains colorado summer loveland pass aerial,An aerial view of the Rocky Mountains in Colorado during the summer at Loveland Pass.,https://ak.picdn.net/shutterstock/videos/1033890122/preview/stock-footage-rocky-mountains-colorado-summer-loveland-pass-aerial.mp4
Mixed race businessman walking home from long day at work ,A mixed race businessman walks home after a long day at work.,https://ak.picdn.net/shutterstock/videos/1064017006/preview/stock-footage-mixed-race-businessman-walking-home-from-long-day-at-work.mp4
Sunset at big bay cape town,The sun sets at Big Bay in Cape Town.,https://ak.picdn.net/shutterstock/videos/1028984159/preview/stock-footage-sunset-at-big-bay-cape-town.mp4
Wooden pallets stacked up for fire on beach in greenland in slow motion,Wooden pallets are stacked up for a fire on the beach in Greenland in slow motion.,https://ak.picdn.net/shutterstock/videos/1013581583/preview/stock-footage-wooden-pallets-stacked-up-for-fire-on-beach-in-greenland-in-slow-motion.mp4
